title,experienceLevel,Skills,state,companyName,Salary,contractType,city
Regional HR Manager (North),Mid-Senior level,"React, JavaScript, HTML, CSS",India,Talent Corner HR Services Pvt Ltd,748456,Full-time,Delhi
Dy. Manager - Manager HR / ER,Mid-Senior level,"AWS, Docker, Kubernetes",Maharashtra,Valeo,1098337,Full-time,Pune
HR Generalist,Mid-Senior level,"Python, SQL, Machine Learning",Tamil Nadu,FPL Tata,930800,Full-time,Chennai
Human Resources Business Partner,Mid-Senior level,"React, JavaScript, HTML, CSS",Telangana,Recykal.com,388549,Full-time,Hyderabad
Firstcry - Content Writing Role,Entry level,"C++, Data Structures, Algorithms",Maharashtra,FirstCry.com (BrainBees Solutions Pvt. Ltd.),1336502,Full-time,Mumbai
Firstcry.com - Content Writer,Entry level,"Python, SQL, Machine Learning",Maharashtra,FirstCry.com (BrainBees Solutions Pvt. Ltd.),942751,Full-time,Mumbai
Firstcry.com - Content Writer,Entry level,"Data Analysis, Excel, Power BI",Maharashtra,FirstCry.com (BrainBees Solutions Pvt. Ltd.),1134672,Full-time,Pune
Content Writer,Associate,"Cybersecurity, Network Security, Ethical Hacking",Telangana,Associated Broadcasting Co. Pvt Ltd (TV9),1477911,Full-time,Hyderabad
Copywriter,Executive,"Communication, Leadership, Teamwork",Karnataka,Simpl,1024765,Full-time,Bengaluru
Copywriter (Mumbai),Associate,"AWS, Docker, Kubernetes",Maharashtra,Dentsu Creative,784676,Full-time,Mumbai
Content Writer/Executive Administration H&S,Associate,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Arcadis,384837,Full-time,Bengaluru
Content Strategist,Associate,"React, JavaScript, HTML, CSS",Karnataka,Infosys,789402,Full-time,Bengaluru
Staff Copywriter,Entry level,"Python, SQL, Machine Learning",Karnataka,EY,1368299,Full-time,Bengaluru
Copy Editor,Associate,"Java, Spring Boot, Microservices",Maharashtra,Media.net,636388,Full-time,Mumbai
Associate - Copywriter,Associate,"C++, Data Structures, Algorithms",Karnataka,Smytten,1289321,Full-time,Bengaluru
Associate - Copywriter,Associate,"Python, SQL, Machine Learning",Karnataka,EY,332678,Full-time,Bengaluru
Associate Manager - Copywriter,Mid-Senior level,"Python, SQL, Machine Learning",Karnataka,Navi,1046059,Full-time,Bengaluru
Assistant Manager - Copywriter,Mid-Senior level,"Python, SQL, Machine Learning",Maharashtra,SUGAR Cosmetics,1272268,Full-time,Mumbai
Copywriter,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Ola Electric,688431,Full-time,Bengaluru
Content Writer - Blogs,Entry level,"Communication, Leadership, Teamwork",Maharashtra,Social Donut,1432763,Full-time,Mumbai
Content Writer,Executive,"C++, Data Structures, Algorithms",Karnataka,HiveMinds,693035,Full-time,Bengaluru
Editor (Content Writer) - Mumbai,Not Applicable,"React, JavaScript, HTML, CSS",Maharashtra,Nielsen,1496033,Full-time,Mumbai
Content Writer/Executive Administration H&S,Associate,"AWS, Docker, Kubernetes",Maharashtra,Arcadis,340517,Full-time,Navi Mumbai
Copywriter,Associate,"Communication, Leadership, Teamwork",Maharashtra,Liqvd.Asia,641656,Full-time,Mumbai
Staff Copywriter,Entry level,"Java, Spring Boot, Microservices",Karnataka,EY,474492,Full-time,Bengaluru
Content Writing,Entry level,"React, JavaScript, HTML, CSS",Maharashtra,iThink Logistics,324488,Internship,Mumbai
Content Editor,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Wittypen,940983,Full-time,Pune
Content Writers / Business Writers,Entry level,"Communication, Leadership, Teamwork",Maharashtra,Upstox,935351,Full-time,Mumbai
Content Writer,Entry level,"Communication, Leadership, Teamwork",Uttar Pradesh,Kratikal,1383182,Full-time,Noida
Business content writers/desk professionals,Not Applicable,"Python, SQL, Machine Learning",Maharashtra,Upstox,336274,Full-time,Mumbai
Content Writer,Associate,"Java, Spring Boot, Microservices",Karnataka,Livspace,704713,Full-time,Bangalore Urban
Copywriter,Entry level,"Communication, Leadership, Teamwork",Maharashtra,Havas Life Sorento,890206,Full-time,Mumbai
"Features Writer, Vogue",Entry level,"Java, Spring Boot, Microservices",Maharashtra,Condé Nast,680632,Full-time,Mumbai
Content Writers Fresher,Executive,"Python, SQL, Machine Learning",Maharashtra,Fortune Business Insights™,775100,Full-time,Pune
Copywriter,Mid-Senior level,"C++, Data Structures, Algorithms",Karnataka,Avian WE,648842,Full-time,Bengaluru
Finance Copywriter,Associate,"React, JavaScript, HTML, CSS",Karnataka,Groww,1056677,Full-time,Bengaluru
Copywriter,Entry level,"Java, Spring Boot, Microservices",Haryana,Ok Lifecare Private Limited,1264491,Full-time,Gurugram
Content Writing,Entry level,"Data Analysis, Excel, Power BI",Rajasthan,Lil Pinwheel,552821,Internship,Jaipur
Copy writer,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,HiveMinds,567942,Full-time,Bengaluru
Content Writer,Entry level,"React, JavaScript, HTML, CSS",Maharashtra,DViO Digital,998037,Full-time,Pune
Copy Writer,Not Applicable,"Data Analysis, Excel, Power BI",Karnataka,IBM,948933,Full-time,Bengaluru East
Content Writer,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Haryana,Cvent,1430488,Full-time,Gurugram
Content Writer,Entry level,"React, JavaScript, HTML, CSS",Maharashtra,Jio Institute,1000575,Full-time,Navi Mumbai
Content Writing,Associate,"Data Analysis, Excel, Power BI",Maharashtra,FashionTV India,581296,Full-time,Mumbai
Copywriter,Internship,"React, JavaScript, HTML, CSS",Maharashtra,Greenroom Now,805774,Full-time,Mumbai
Copywriter (Social Media) 3-5Yrs,Associate,"AWS, Docker, Kubernetes",Karnataka,TMRW House of Brands,335128,Contract,Bengaluru
Writer-Editor,Mid-Senior level,"AWS, Docker, Kubernetes",Telangana,DC Department of Human Resources,1062322,Full-time,Atmakur
Youtube Content Writer,Entry level,"AWS, Docker, Kubernetes",Karnataka,GrowthSchool,556336,Full-time,Bengaluru
Copy Editor,Mid-Senior level,"Java, Spring Boot, Microservices",Karnataka,TMRW House of Brands,975172,Full-time,Bengaluru
Copywriter,Mid-Senior level,"Data Analysis, Excel, Power BI",Haryana,INDmoney,862597,Full-time,Gurugram
Copywriter,Entry level,"Python, SQL, Machine Learning",Karnataka,Ok Lifecare Private Limited,737874,Full-time,Bengaluru
Sub Editor,Associate,"React, JavaScript, HTML, CSS",Maharashtra,The Retail Jeweller India,1269383,Full-time,Mumbai
Copy Writer,Not Applicable,"Data Analysis, Excel, Power BI",Karnataka,IBM,1337837,Full-time,Bengaluru East
Junior Content Writer,Entry level,"Data Analysis, Excel, Power BI",Karnataka,Spektra Systems,395067,Full-time,Bengaluru
Copywriter,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Rajasthan,Ok Lifecare Private Limited,588449,Full-time,Bhilwara
Content Writer,Associate,"AWS, Docker, Kubernetes",Maharashtra,ImpactGuru,973335,Full-time,Mumbai
Copywriter,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Delhi,Ok Lifecare Private Limited,1196596,Full-time,Delhi
Junior Content Writer,Associate,"C++, Data Structures, Algorithms",Karnataka,Bajo Foods,598903,Full-time,Bengaluru North
Content Writer,Associate,"Python, SQL, Machine Learning",Uttar Pradesh,Redrob by McKinley Rice,721248,Full-time,Noida
Copy Writer,Not Applicable,"Communication, Leadership, Teamwork",Karnataka,IBM,446732,Full-time,Bengaluru East
Content Writer,Mid-Senior level,"React, JavaScript, HTML, CSS",Karnataka,Graphy Inc.,1469849,Full-time,Bengaluru
Engineer / Senior Engineer / Assistant Manager - Mechanical,Mid-Senior level,"Java, Spring Boot, Microservices",India,UltraTech Cement,1007145,Full-time,Himachal Pradesh
Engineer / Senior Engineer - Mechanical,Associate,"Python, SQL, Machine Learning",Maharashtra,Emerson,1294550,Full-time,Pune
Product Quality Engineer,Not Applicable,"AWS, Docker, Kubernetes",Haryana,Google,590708,Full-time,Gurgaon
Plant Simulation Engineer,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,Tata Technologies,346987,Full-time,Bengaluru
Mechanical Equipment Engineer,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Infosys,504523,Full-time,Bengaluru East
Mechanical Engineer Fresher,Entry level,"C++, Data Structures, Algorithms",Maharashtra,Vijaya Enterprises,1423412,Full-time,Thane
CAE Engineer,Mid-Senior level,"Python, SQL, Machine Learning",Maharashtra,Tata Technologies,796061,Full-time,Pune
Manufacturing Engineer,Mid-Senior level,"Data Analysis, Excel, Power BI",Maharashtra,Tata Technologies,462934,Full-time,Pune
Aero Seating Mechanical Design Engineer,Mid-Senior level,"C++, Data Structures, Algorithms",Karnataka,Tata Technologies,953875,Full-time,Bengaluru
Mechanical Engineer Fresher,Entry level,"React, JavaScript, HTML, CSS",Maharashtra,Vijaya Enterprises,568373,Full-time,Navi Mumbai
Mechanical - Trainee Design Engineer,Internship,"Java, Spring Boot, Microservices",Maharashtra,Indovance Inc.,749336,Full-time,Pune
BIW Process Engineer (Digital Manufacturing),Mid-Senior level,"React, JavaScript, HTML, CSS",Gujarat,Tata Technologies,1226995,Full-time,Sanand
Aerospace Engineer,Entry level,"Data Analysis, Excel, Power BI",Karnataka,Infosys,1369978,Full-time,Bengaluru East
Mechanical Engineer,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Capgemini,1414478,Full-time,Bengaluru
Mechanical Design Engineer,Entry level,"React, JavaScript, HTML, CSS",Tamil Nadu,Valeo,1354454,Full-time,Chennai
Aerospace Engineer,Entry level,"AWS, Docker, Kubernetes",Karnataka,Infosys,1046836,Full-time,Bengaluru East
Aerospace Engineer,Entry level,"Communication, Leadership, Teamwork",Karnataka,Infosys,824647,Full-time,Bengaluru East
Mechanical Design Engineer,Entry level,"Communication, Leadership, Teamwork",Tamil Nadu,Valeo,1311470,Part-time,Chennai
Aerospace Engineer,Entry level,"Java, Spring Boot, Microservices",Karnataka,Infosys,1178402,Full-time,Bengaluru East
Mechanical Design Engineer,Entry level,"Python, SQL, Machine Learning",Tamil Nadu,Valeo,995868,Full-time,Chennai
Piping Engineer,Associate,"React, JavaScript, HTML, CSS",Jharkhand,Tata Technologies,577232,Full-time,Jamshedpur
Aerospace Engineer,Entry level,"C++, Data Structures, Algorithms",Karnataka,Infosys,830273,Full-time,Bengaluru East
Design Engineer,Executive,"React, JavaScript, HTML, CSS",Telangana,Welspun World,973989,Full-time,Hyderabad
"Mechanical Engineer (Canada Loc) $500,000/year USD",Associate,"React, JavaScript, HTML, CSS",Telangana,Visanswer,1061494,Full-time,Hyderabad
"Mechanical Engineer (Canada) - $500,000/year USD",Associate,"AWS, Docker, Kubernetes",Karnataka,Visanswer,423272,Full-time,Bangalore Urban
"Supplier Quality Assurance Engineer, India",Associate,"C++, Data Structures, Algorithms",India,ViewSonic,1413641,Full-time,Gujarat
Mechanical Engineer (Fresher),Mid-Senior level,"Communication, Leadership, Teamwork",Maharashtra,Acme Services,458605,Full-time,Navi Mumbai
Manufacturing engineer,Entry level,"Data Analysis, Excel, Power BI",Maharashtra,CIEL HR,608674,Full-time,Nagpur
Mechanical Engineer,Entry level,"Java, Spring Boot, Microservices",Tamil Nadu,Valeo,770896,Full-time,Chennai
Mechanical Engineer,Entry level,"AWS, Docker, Kubernetes",Tamil Nadu,Valeo,698673,Full-time,Chennai
"Mechanical Engineer (Canada) : $500,000/year USD",Associate,"Data Analysis, Excel, Power BI",Gujarat,Visanswer,992728,Full-time,Ahmedabad
Mechanical Design Engineer,Executive,"C++, Data Structures, Algorithms",Punjab,Krome Dispense,805342,Full-time,Jalandhar I
Mechanical Engineer,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Tamil Nadu,Valeo,562899,Full-time,Chennai
Project Engineer - Mechanical Design,Entry level,"C++, Data Structures, Algorithms",Karnataka,MicroGenesis CADSoft Pvt. Ltd.,1147868,Full-time,Bengaluru
Mechanical Design Engineer,Associate,"C++, Data Structures, Algorithms",Telangana,Blue Horizons Strategic Engineering Pvt Ltd,371783,Full-time,Hyderabad
Mechanical Engineering,Entry level,"C++, Data Structures, Algorithms",Maharashtra,Angel Recruitment,1171777,Full-time,Thane
Mechanical Design Engineer,Executive,"Java, Spring Boot, Microservices",Punjab,Krome Dispense,1451194,Full-time,Jalandhar I
Mechanical Design Engineer,Entry level,"AWS, Docker, Kubernetes",Maharashtra,Vijaya Enterprises,929911,Full-time,Mumbai
Mechanical Design Engineer,Entry level,"Java, Spring Boot, Microservices",Maharashtra,Vijaya Enterprises,585647,Full-time,Thane
"Mechanical Engineer (Canada): : $500,000/year USD",Associate,"Cybersecurity, Network Security, Ethical Hacking",Tamil Nadu,Visanswer,501728,Full-time,Chennai
Mechanical Design Engineer,Associate,"AWS, Docker, Kubernetes",Telangana,Blue Horizons Strategic Engineering Pvt Ltd,528289,Full-time,Hyderabad
Project Engineer (Mechanical) (Saudi Arabia),Mid-Senior level,"Communication, Leadership, Teamwork",Delhi,Eram Talent,571387,Contract,Delhi Cantonment
Mechanical Engineer,Executive,"Communication, Leadership, Teamwork",Gujarat,GVR TECHNOLABS PRIVATE LIMITED,1297391,Full-time,Bhuj
Manufacturing Engineer,Associate,"Java, Spring Boot, Microservices",Tamil Nadu,Yield Engineering Systems,768478,Full-time,Coimbatore
Product Engineer – Brake Friction,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,"First Brands Group, LLC",1088557,Full-time,Bangalore Urban
Mechanical engineering,Entry level,"Communication, Leadership, Teamwork",Haryana,Naukripay,1302632,Full-time,Panipat
Product Engineer (1-2 Years),Entry level,"React, JavaScript, HTML, CSS",Karnataka,Texas Instruments,1206168,Full-time,Bengaluru
Mechanical Design Engineer,Entry level,"Java, Spring Boot, Microservices",Karnataka,Siemens Gamesa,1335816,Full-time,Bengaluru
"Mechanical Engineer (Canada) - $500,000/year USD",Associate,"Python, SQL, Machine Learning",Tamil Nadu,Visanswer,1059063,Full-time,Chennai
Quality Engineering Specialist,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,LTIMindtree,1335280,Full-time,Bengaluru
Mechanical Engineer,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Tamil Nadu,Valeo,1058533,Full-time,Chennai
Mechanical Design Engineer– BOP/Main Plant-Thermal,Mid-Senior level,"React, JavaScript, HTML, CSS",Haryana,TRACTEBEL,987485,Full-time,Gurugram
GET,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Collins Aerospace,842482,Full-time,Bengaluru
BIW Design Engineer,Mid-Senior level,"Python, SQL, Machine Learning",Maharashtra,Tata Technologies,787918,Full-time,Pune
Design Engineer - Vehicle Integration,Associate,"AWS, Docker, Kubernetes",Maharashtra,Tata Technologies,550436,Full-time,Pune
Mechanical Engineer,Entry level,"Python, SQL, Machine Learning",Tamil Nadu,Valeo,1298222,Full-time,Chennai
Mechanical Design Engineer,Associate,"AWS, Docker, Kubernetes",Haryana,Novus Hi-Tech,1405862,Full-time,Gurgaon
Product Quality Engineer,Associate,"Data Analysis, Excel, Power BI",Maharashtra,Gogoro,1316266,Full-time,Chakan
Mechanical Design Engineer,Executive,"React, JavaScript, HTML, CSS",Gujarat,SWASTIK PLACEMENT AGENCY,537203,Full-time,Ahmedabad
Mechanical Design Engineer,Executive,"Data Analysis, Excel, Power BI",Goa,Able Design and Manufacturing Pvt Ltd,794004,Full-time,Goa
Mechanical Design Engineer,Executive,"Data Analysis, Excel, Power BI",Goa,Able Design and Manufacturing Pvt Ltd,882079,Full-time,Bambolim
Mechanical Design Engineer,Entry level,"React, JavaScript, HTML, CSS",Karnataka,Able Design and Manufacturing Pvt Ltd,1431098,Full-time,Hubli
Engineer - Mechanical,Entry level,"C++, Data Structures, Algorithms",Karnataka,WSP,798115,Full-time,Bengaluru
Mechanical Design Engineer,Executive,"Cybersecurity, Network Security, Ethical Hacking",Goa,Able Design and Manufacturing Pvt Ltd,498894,Full-time,Goa
"Mechanical Engineer (Canada): : $500,000/year USD",Associate,"Data Analysis, Excel, Power BI",Maharashtra,Visanswer,651752,Full-time,Pune
Quality Engineer,Executive,"Communication, Leadership, Teamwork",Puducherry,Ucal Polymer Industries Ltd,999056,Full-time,Puducherry
Mechanical Design Engineer,Associate,"C++, Data Structures, Algorithms",Karnataka,Infinitalent Consulting Pvt ltd,731908,Full-time,Bengaluru
Quality Engineer,Associate,"Java, Spring Boot, Microservices",Maharashtra,Jupiter Business Services Pvt. Ltd.,420356,Full-time,Pune
Mechanical engineer,Associate,"C++, Data Structures, Algorithms",Karnataka,iBCScorp,408534,Full-time,Bengaluru
Jr. Engineer Mechanical Testing Laboratory,Entry level,"C++, Data Structures, Algorithms",Tamil Nadu,Zeekers Technology Solutions Private Limited,1083644,Full-time,Coimbatore
Required Design Engineer Mechanical_Kolkata,Entry level,"React, JavaScript, HTML, CSS",West Bengal,MANAGEMENT CAREERS,1162256,Full-time,Hooghly
Manufacturing Engineer,Mid-Senior level,"AWS, Docker, Kubernetes",Tamil Nadu,AXISCADES,601229,Full-time,Chennai
"Inprocess Quality Engineer - Bommasandra, Bangalore",Entry level,"Data Analysis, Excel, Power BI",Karnataka,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",978183,Full-time,Bangalore Urban
Mechanical Engineer,Executive,"AWS, Docker, Kubernetes",Maharashtra,JTS Group,1189854,Full-time,Mumbai
R & D Engineer- Mechanical,Mid-Senior level,"Data Analysis, Excel, Power BI",Gujarat,Rabatex Industries,834552,Full-time,Ahmedabad
Plant Vehicle Engineer,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Gujarat,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",338974,Full-time,Halol
Assembly Engineer,Executive,"Cybersecurity, Network Security, Ethical Hacking",Gujarat,Everbest Job Placement,823178,Full-time,Rajkot
Mechanical Engineer (Saudi Arabia),Mid-Senior level,"Java, Spring Boot, Microservices",Delhi,Eram Talent,307067,Contract,Delhi Cantonment
Global Manufacturing engineer,Entry level,"C++, Data Structures, Algorithms",Tamil Nadu,ZF Group,1222866,Full-time,Chennai
Stamping Simulation Engineer,Mid-Senior level,"Python, SQL, Machine Learning",Karnataka,Tata Technologies,673160,Full-time,Bengaluru
Manufacturing Engineer,Associate,"Python, SQL, Machine Learning",Karnataka,Actualize,1316367,Full-time,Bengaluru North
Jr engineer-Mechanical,Entry level,"C++, Data Structures, Algorithms",India,CIEL HR,303601,Full-time,Rajasthan
Engineer Mechanical,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",974716,Full-time,Ramanagar
Quality Engineer,Mid-Senior level,"React, JavaScript, HTML, CSS",Karnataka,LTIMindtree,951675,Full-time,Bengaluru
Junior Engineer - Locomotive NDT Quality,Entry level,"Data Analysis, Excel, Power BI",Maharashtra,GE Aerospace,1132131,Full-time,Pune
HVAC Design Engineer,Associate,"Data Analysis, Excel, Power BI",Karnataka,Siemens,537436,Full-time,Bengaluru
Production Engineer - Injection Molding,Associate,"Java, Spring Boot, Microservices",Karnataka,SKF India,1278192,Full-time,Mysuru
Mechanical Engineering,Executive,"Cybersecurity, Network Security, Ethical Hacking",Uttar Pradesh,Ample Leap,770415,Full-time,Mathura
Mechanical Design Engineer,Entry level,"Data Analysis, Excel, Power BI",Maharashtra,Vijaya Enterprises,706301,Full-time,Navi Mumbai
Mechanical Engineer,Entry level,"Python, SQL, Machine Learning",Andhra Pradesh,GVR TECHNOLABS PRIVATE LIMITED,925315,Full-time,Visakhapatnam
Piping Engineer,Entry level,"C++, Data Structures, Algorithms",Karnataka,Infosys,1180282,Full-time,Bengaluru East
